lr-Adadelta,step,train_loss,train/struct_loss,epoch,val_loss,val/struct_loss,val_ExpRate
1.0,27,,,,,,
,27,,,27,0.6608963012695312,4.969537258148193e-06,0.75
,27,0.8121147155761719,0.00017854571342468262,27,,,
1.0,28,,,,,,
,28,0.727569580078125,0.0001217275857925415,28,,,
1.0,29,,,,,,
,29,,,29,0.5982131958007812,4.567205905914307e-06,0.75
,29,0.7232208251953125,0.00011280924081802368,29,,,
1.0,30,,,,,,
,30,0.6428070068359375,8.988380432128906e-05,30,,,
1.0,31,,,,,,
,31,,,31,0.46603965759277344,4.597008228302002e-06,0.75
,31,0.5848846435546875,0.001416131854057312,31,,,
1.0,32,,,,,,
,32,0.5087947845458984,0.00014912337064743042,32,,,
1.0,33,,,,,,
,33,,,33,0.3600015640258789,8.106231689453125e-06,0.75
,33,0.3928194046020508,0.0003180652856826782,33,,,
1.0,34,,,,,,
,34,0.357882022857666,0.00024803727865219116,34,,,
1.0,35,,,,,,
,35,,,35,0.3299539089202881,1.0952353477478027e-05,0.75
,35,0.3064708709716797,0.0007466599345207214,35,,,
1.0,36,,,,,,
,36,0.35152339935302734,0.00018446892499923706,36,,,
1.0,37,,,,,,
,37,,,37,0.32489633560180664,1.5027821063995361e-05,0.75
,37,0.3515639305114746,0.0003662481904029846,37,,,
1.0,38,,,,,,
,38,0.32270097732543945,0.0015651732683181763,38,,,
1.0,39,,,,,,
,39,,,39,0.3839641809463501,7.2196125984191895e-06,0.75
,39,0.3504981994628906,0.00027511268854141235,39,,,
0.1,40,,,,,,
,40,0.4102320671081543,0.0005075931549072266,40,,,
0.1,41,,,,,,
,41,,,41,0.3448425531387329,6.556510925292969e-06,0.75
,41,0.37266969680786133,0.0002801269292831421,41,,,
0.1,42,,,,,,
,42,0.38193655014038086,0.00019529461860656738,42,,,
0.1,43,,,,,,
,43,,,43,0.3201349973678589,6.444752216339111e-06,0.75
,43,0.3096275329589844,0.00021690130233764648,43,,,
0.1,44,,,,,,
,44,0.3411574363708496,0.00031844526529312134,44,,,
0.1,45,,,,,,
,45,,,45,0.3033292293548584,6.549060344696045e-06,0.75
,45,0.30420827865600586,0.00026823580265045166,45,,,
0.1,46,,,,,,
,46,0.35530996322631836,0.00026219338178634644,46,,,
0.1,47,,,,,,
,47,,,47,0.29549121856689453,6.496906280517578e-06,0.75
,47,0.330413818359375,0.00018850713968276978,47,,,
0.1,48,,,,,,
,48,0.34421730041503906,0.0003719627857208252,48,,,
0.1,49,,,,,,
,49,,,49,0.2919539213180542,6.4373016357421875e-06,0.75
,49,0.3270401954650879,0.0002233162522315979,49,,,
0.1,50,,,,,,
,50,0.30550575256347656,0.000342048704624176,50,,,
0.1,51,,,,,,
,51,,,51,0.29115724563598633,6.310641765594482e-06,0.75
,51,0.28957319259643555,0.00021997839212417603,51,,,
0.1,52,,,,,,
,52,0.3150763511657715,0.0003827512264251709,52,,,
0.1,53,,,,,,
,53,,,53,0.29089128971099854,6.198883056640625e-06,0.75
,53,0.29190540313720703,0.0004474744200706482,53,,,
0.1,54,,,,,,
,54,0.3302440643310547,0.00016135722398757935,54,,,
0.010000000000000002,55,,,,,,
,55,,,55,0.2909032106399536,6.467103958129883e-06,0.75
,55,0.29945898056030273,0.00023845583200454712,55,,,
0.010000000000000002,56,,,,,,
,56,0.2932910919189453,0.000187017023563385,56,,,
0.010000000000000002,57,,,,,,
,57,,,57,0.2909393310546875,6.489455699920654e-06,0.75
,57,0.3035252094268799,0.00016044825315475464,57,,,
0.010000000000000002,58,,,,,,
,58,0.3226895332336426,0.000464513897895813,58,,,
0.010000000000000002,59,,,,,,
,59,,,59,0.2908891439437866,6.459653377532959e-06,0.75
,59,0.28466796875,0.00021704286336898804,59,,,
0.010000000000000002,60,,,,,,
,60,0.2986154556274414,0.00021463632583618164,60,,,
0.010000000000000002,61,,,,,,
,61,,,61,0.29087865352630615,6.459653377532959e-06,0.75
,61,0.30260801315307617,0.000147305428981781,61,,,
0.010000000000000002,62,,,,,,
,62,0.30345916748046875,0.0002905353903770447,62,,,
0.010000000000000002,63,,,,,,
,63,,,63,0.2906651496887207,6.444752216339111e-06,0.75
,63,0.3143124580383301,0.0003119558095932007,63,,,
0.010000000000000002,64,,,,,,
,64,0.3068838119506836,0.0005936846137046814,64,,,
0.010000000000000002,65,,,,,,
,65,,,65,0.29060935974121094,6.414949893951416e-06,0.75
,65,0.3180675506591797,0.0004153028130531311,65,,,
0.010000000000000002,66,,,,,,
,66,0.31305646896362305,0.0008008331060409546,66,,,
0.010000000000000002,67,,,,,,
,67,,,67,0.2907700538635254,6.377696990966797e-06,0.75
,67,0.3298461437225342,0.00034721195697784424,67,,,
0.010000000000000002,68,,,,,,
,68,0.3002054691314697,0.0003169402480125427,68,,,
0.010000000000000002,69,,,,,,
,69,,,69,0.2906801700592041,6.3478946685791016e-06,0.75
,69,0.28676700592041016,0.00028892606496810913,69,,,
0.010000000000000002,70,,,,,,
,70,0.28144264221191406,0.00023705512285232544,70,,,
0.010000000000000002,71,,,,,,
,71,,,71,0.29048240184783936,6.258487701416016e-06,0.75
,71,0.3034029006958008,0.0009553581476211548,71,,,
0.010000000000000002,72,,,,,,
,72,0.3275880813598633,0.0005125328898429871,72,,,
0.010000000000000002,73,,,,,,
,73,,,73,0.2906174659729004,6.258487701416016e-06,0.75
,73,0.33778810501098633,0.0004864633083343506,73,,,
0.010000000000000002,74,,,,,,
,74,0.32666921615600586,0.0004681721329689026,74,,,
0.010000000000000002,75,,,,,,
,75,,,75,0.290199875831604,6.2659382820129395e-06,0.75
,75,0.3178896903991699,0.000313393771648407,75,,,
0.010000000000000002,76,,,,,,
,76,0.3043050765991211,0.00037954747676849365,76,,,
0.010000000000000002,77,,,,,,
,77,,,77,0.2904297113418579,6.236135959625244e-06,0.75
,77,0.3141307830810547,0.00038817524909973145,77,,,
0.010000000000000002,78,,,,,,
,78,0.2943601608276367,0.0018397271633148193,78,,,
0.010000000000000002,79,,,,,,
,79,,,79,0.2903860807418823,6.1765313148498535e-06,0.75
,79,0.29970693588256836,0.00025394558906555176,79,,,
0.010000000000000002,80,,,,,,
,80,0.3190927505493164,0.0004762709140777588,80,,,
0.010000000000000002,81,,,,,,
,81,,,81,0.29020261764526367,6.146728992462158e-06,0.75
,81,0.317352294921875,0.0003748089075088501,81,,,
0.010000000000000002,82,,,,,,
,82,0.30210399627685547,0.0003309696912765503,82,,,
0.010000000000000002,83,,,,,,
,83,,,83,0.2900717258453369,6.146728992462158e-06,0.75
,83,0.28704357147216797,0.00017070770263671875,83,,,
0.010000000000000002,84,,,,,,
,84,0.3225431442260742,0.00024146586656570435,84,,,
0.010000000000000002,85,,,,,,
,85,,,85,0.29030919075012207,6.154179573059082e-06,0.75
,85,0.3037734031677246,0.0005332455039024353,85,,,
0.010000000000000002,86,,,,,,
,86,0.3107733726501465,0.0003947615623474121,86,,,
0.010000000000000002,87,,,,,,
,87,,,87,0.29030370712280273,6.139278411865234e-06,0.75
,87,0.30746889114379883,0.00027199089527130127,87,,,
0.010000000000000002,88,,,,,,
,88,0.27259397506713867,0.00028470903635025024,88,,,
0.010000000000000002,89,,,,,,
,89,,,89,0.29028749465942383,6.139278411865234e-06,0.75
,89,0.3415040969848633,0.0001452416181564331,89,,,
0.010000000000000002,90,,,,,,
,90,0.31036877632141113,0.000216752290725708,90,,,
0.010000000000000002,91,,,,,,
,91,,,91,0.290179967880249,6.139278411865234e-06,0.75
,91,0.3242835998535156,0.0001822635531425476,91,,,
0.010000000000000002,92,,,,,,
,92,0.3109288215637207,0.00017661601305007935,92,,,
0.010000000000000002,93,,,,,,
,93,,,93,0.2903900146484375,6.146728992462158e-06,0.75
,93,0.3327813148498535,0.0003724098205566406,93,,,
0.010000000000000002,94,,,,,,
,94,0.3217167854309082,0.00023680925369262695,94,,,
0.010000000000000002,95,,,,,,
,95,,,95,0.2899998426437378,6.183981895446777e-06,0.75
,95,0.2921586036682129,0.00021880120038986206,95,,,
0.010000000000000002,96,,,,,,
,96,0.3191509246826172,0.00044558942317962646,96,,,
0.010000000000000002,97,,,,,,
,97,,,97,0.29013335704803467,6.1765313148498535e-06,0.75
,97,0.34101009368896484,0.0001312345266342163,97,,,
0.010000000000000002,98,,,,,,
,98,0.3237926959991455,0.00014904141426086426,98,,,
0.010000000000000002,99,,,,,,
,99,,,99,0.2899441719055176,6.198883056640625e-06,0.75
,99,0.3099527359008789,0.00021051615476608276,99,,,
